test_id,trace_name,archive_count,total_values,total_write_ns,total_write_ns_per_value,event_timestamps_values,event_timestamps_write_ns_per_total_value,event_timestamps_write_ns_per_family_value,sequence_timestamps_values,sequence_timestamps_write_ns_per_total_value,sequence_timestamps_write_ns_per_family_value,sequence_durations_values,sequence_durations_write_ns_per_total_value,sequence_durations_write_ns_per_family_value,sequence_exclusive_durations_values,sequence_exclusive_durations_write_ns_per_total_value,sequence_exclusive_durations_write_ns_per_family_value
test_0,mpi_test_spinloop_trace,2,5818101,442540763,76.0627501997645,2332038,32.9975761850817,82.32422927928276,1162021,16.4633357172727,82.42996469082745,1162021,13.099885512472197,65.5895693795551,1162021,13.501952784937902,67.60267241297704
test_1,mpi_test_spinloop_trace,2,5853691,92905612,15.871287363818828,2346274,4.122323334115176,10.284735286671548,1169139,1.994937553075487,9.988331584182891,1169139,4.6959957401236245,23.512095653297,1169139,5.0580307365045405,25.32474667255134
test_2,mpi_test_spinloop_trace,2,5825361,201857217,34.6514519872674,2334942,13.743941705930327,34.28925515066327,1163473,6.764427131640425,33.868624368593,1163473,6.834141094431744,34.217673293664745,1163473,7.308942055264901,36.59494118041415
test_3,mpi_test_spinloop_trace,2,5838961,90728821,15.53852149380686,2340382,3.8228552990848885,9.537546862007996,1166193,1.8898310846741397,9.462113046468295,1166193,4.735212480439585,23.708529377212862,1166193,5.090622629608247,25.488016992041626
