test_id,trace_name,archive_count,pre_raw_sum,raw_sum,compressed_sum,effective_ratio,true_ratio
test_0,mpi_test_spinloop_trace,2,46544808,46544808,9679401,4.8086454936622625,4.8086454936622625
test_1,mpi_test_spinloop_trace,2,46829528,802808,657985,1.2201007621754296,71.1711178826265
test_2,mpi_test_spinloop_trace,2,46602888,6324496,4127874,1.532143665237844,11.28980390389823
test_3,mpi_test_spinloop_trace,2,46711688,605432,620158,0.9762544383850568,75.32223723631719
